no,Nama Partai,Nama Calon Legislatif,Jenis KeLamin,Kecamatan,No Urut Parpol,Suara Sah Partai,Jumlah Perolehan Kursi,Daerah Pemilihan,No Urut Caleg,Suara Sah Caleg,Terpilih atau Tidak
1217, Partai Golkar ,Ir. H.  FAJAR SUDARSO, L , Kota Administrasi Jakarta Utara ,23,46335,7,DP-1, 7 ,1843,TIDAK
1218, Partai Golkar ,H. MAULANA MAHDUM, L , Kota Administrasi Jakarta Utara ,23,46335,7,DP-1, 8 ,3260,TIDAK
1219, Partai Golkar ,"SITI AMINAH, SB., SKM.", P , Kota Administrasi Jakarta Utara ,23,46335,7,DP-1, 9 ,698,TIDAK
1220, Partai Golkar ,"A. SYAMSUL ZAKARIA, SH., MH.", L , Kota Administrasi Jakarta Utara ,23,46335,7,DP-1, 10 ,1196,TIDAK
1221, Partai Golkar ,"MANGISI HENDRIK SINAGA, SE.", L , Kota Administrasi Jakarta Utara ,23,46335,7,DP-1, 11 ,383,TIDAK
1222, Partai Golkar ,SRI RATNA NINGSIH HP, P , Kota Administrasi Jakarta Utara ,23,46335,7,DP-1, 12 ,213,TIDAK
1223, Partai Golkar , ACHMAD ANNAMA CHAYAT , L , Kota Administrasi Jakarta Utara ,23,46335,7,DP-1, 13 ,486,TIDAK
1224, Partai Golkar , RAMDHON MUTHHAHAR BIKI , L , Kota Administrasi Jakarta Utara ,23,46335,7,DP-1, 14 ,211,TIDAK
1225, Partai Golkar , ANASTASIA IKA WURYANINGSIH , P , Kota Administrasi Jakarta Utara ,23,46335,7,DP-1, 15 ,335,TIDAK
1226, Partai Golkar ,Drs. H. ROISUDDIN ILYAS, L , Kota Administrasi Jakarta Utara ,23,46335,7,DP-1, 16 ,226,TIDAK
1227, Partai Golkar ,Drs. MUHAMMAD IDRIS, L , Kota Administrasi Jakarta Utara ,23,46335,7,DP-1, 17 ,312,TIDAK
1228, Partai Golkar ,H. MUKMIN TONE, L , Kota Administrasi Jakarta Utara ,23,46335,7,DP-1, 18 ,285,TIDAK
1229, Partai Golkar ,H. ACHMAT ISMAIL RAWI, L , Kota Administrasi Jakarta Utara ,23,46335,7,DP-1, 19 ,10140, YA 
1230, Partai Golkar ,"SARNATA SAIDI, SH.", L , Kota Administrasi Jakarta Pusat ,23,25214,7,DP-2, 1 ,3211, TIDAK 
1231, Partai Golkar ,Drg. Hj. PRILLY T.R. WISLY, P , Kota Administrasi Jakarta Pusat ,23,25214,7,DP-2, 2 ,1908, TIDAK 
1232, Partai Golkar ,"H. AHMAD GANDHI SULHANI, SH., MH.", L , Kota Administrasi Jakarta Pusat ,23,25214,7,DP-2, 3 ,2417, TIDAK 
1233, Partai Golkar ,"RUDDIN AKBAR LUBIS, SH.", L , Kota Administrasi Jakarta Pusat ,23,25214,7,DP-2, 4 ,3386, YA 
1234, Partai Golkar ,"H. MUSLIM SUMARDIONO, SH.", L , Kota Administrasi Jakarta Pusat ,23,25214,7,DP-2, 5 ,861, TIDAK 
1235, Partai Golkar ,DR. ELLY SETIAWATY, P , Kota Administrasi Jakarta Pusat ,23,25214,7,DP-2, 6 ,780, TIDAK 
1236, Partai Golkar ,NAHOT SILALAHI, L , Kota Administrasi Jakarta Pusat ,23,25214,7,DP-2, 7 ,438, TIDAK 
1237, Partai Golkar ,Drs. H. IMAM DJUWENI, L , Kota Administrasi Jakarta Pusat ,23,25214,7,DP-2, 8 ,974, TIDAK 
1238, Partai Golkar ,LENI GUMALA, P , Kota Administrasi Jakarta Pusat ,23,25214,7,DP-2, 9 ,592, TIDAK 
1239, Partai Golkar ,AGUSTIAR CAYA, L , Kota Administrasi Jakarta Pusat ,23,25214,7,DP-2, 10 ,1933, TIDAK 
1240, Partai Golkar ,NONI MAIWANA SARAGIH, P , Kota Administrasi Jakarta Pusat ,23,25214,7,DP-2, 11 ,378, TIDAK 
1241, Partai Golkar ,BASRI BACO, L , Kota Administrasi Jakarta Pusat ,23,25214,7,DP-2, 12 ,2045, TIDAK 
1242, Partai Golkar ,PRYA RAMADHANI, L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 1 ,7879, YA 
1243, Partai Golkar ,H. JAMALUDDIN PANGANRO, L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 2 ,4170, TIDAK 
1244, Partai Golkar ,"Hj. NOOR RITTA R. SAMADHI, SH.", P , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 3 ,2729, TIDAK 
1245, Partai Golkar ,"CHAMSIAR AR, B.Sc.", P , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 4 ,1223, TIDAK 
1246, Partai Golkar ,"ROCKY R. SAMBUAGA, SE.", L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 5 ,1380, TIDAK 
1247, Partai Golkar ,Ir. H. TANDANAN DAULAY, L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 6 ,1685, TIDAK 
1248, Partai Golkar ,"Ir. BANDJAR MARPAUNG, SE.", L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 7 ,1899, TIDAK 
1249, Partai Golkar ,DR. Hj. BUDI SUPRAPTI, P , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 8 ,2091, TIDAK 
1250, Partai Golkar ,"SAUT ARTHUR LUMBANRAJA, SE.", L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 9 ,252, TIDAK 
1251, Partai Golkar ,H. TAUFIK AZHAR. M.Si., L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 10 ,4694, YA 
1252, Partai Golkar ,TUBAGUS ORI BUCHORI, L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 11 ,441, TIDAK 
1253, Partai Golkar ,"IDA WARA SUPRIDA, SH", P , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 12 ,3793, TIDAK 
1254, Partai Golkar ,"HUMISAR SARAGI RUMAHORBO, SH.", L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 13 ,256, TIDAK 
1255, Partai Golkar ,"Ir. SONNY HADIYANSYAH, MBA.", L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 14 ,279, TIDAK 
1256, Partai Golkar ,"Hj. SRI TEDJAWATI, SH.", P , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 15 ,801, TIDAK 
1257, Partai Golkar ,H. SLAMET N. RIYADI, L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 16 ,680, TIDAK 
1258, Partai Golkar ,Drs. ADI J. V. KALIGIS, L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 17 ,253, TIDAK 
1259, Partai Golkar ,"Hj. ZAHINDUN AH., SE.", P , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 18 ,625, TIDAK 
1260, Partai Golkar ,HERMANSYAH HELMY, L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 19 ,466, TIDAK 
1261, Partai Golkar ,ABDUL RASYAD, L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 20 ,194, TIDAK 
1262, Partai Golkar ,"TALHA ALAYDRUS, SH.", P , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 21 ,632, TIDAK 
1263, Partai Golkar ,"DJAMARSYAH, SH.", L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 22 ,405, TIDAK 
1264, Partai Golkar ,"DRS. H. JUNUS KHAIDIR, SH.", L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 23 ,442, TIDAK 
1265, Partai Golkar ,LAILA FATHIAH EL FAUZ, P , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 24 ,338, TIDAK 
1266, Partai Golkar ,MULYADI GUNTUR ARITONANG, L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 25 ,375, TIDAK 
1267, Partai Golkar ,"Drs. H. DJAMBI, BA.", L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 26 ,242, TIDAK 
1268, Partai Golkar ,TITI GUSTIA, P , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 27 ,299, TIDAK 
1269, Partai Golkar ,"Drs. IRWAN IBRAHIM, SH.", L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 28 ,335, TIDAK 
1270, Partai Golkar ,INDARSAN ISKANDAR, L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 29 ,89, TIDAK 
1271, Partai Golkar ,"INDRAYENI, SH.", L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 30 ,311, TIDAK 
1272, Partai Golkar ,NODIFEL YATMI, L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 31 ,228, TIDAK 
1273, Partai Golkar ,"J. S. SIMATUPANG, SH.", L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 32 ,1271, TIDAK 
1274, Partai Golkar ,IDA HENDRANINGRUM, P , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 33 ,193, TIDAK 
1275, Partai Golkar ,"Drs. SARJI, SH., M.Pd.", L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 34 ,4030, TIDAK 
1276, Partai Golkar ,"Drs. ANDI EFFENDI NUR, MM.", L , Kota Administrasi Jakarta Timur ,23,62825,7,DP-3, 35 ,1832, TIDAK 
1277, Partai Golkar ,"H. ZAINUDDIN MH., SE.", L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 1 ,7704, YA 
1278, Partai Golkar ,H. M. AGOEST ZAKARIA, L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 2 ,3457, TIDAK 
1279, Partai Golkar ,Dra. Hj. RATU IDA MAWADDAH NOOR, P , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 3 ,1518, TIDAK 
1280, Partai Golkar ,"H. M. ASHRAF ALI, BAC., SH.", L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 4 ,3809, YA 
1281, Partai Golkar ,"H. BUCHARI SYAMSI, SE.", L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 5 ,2764, TIDAK 
1282, Partai Golkar ,"Dra. ANNA RUDHIANTIANA LEGAWATI, SH.", P , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 6 ,1826, TIDAK 
1283, Partai Golkar ,ERLINA KUMALA ESTI, P , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 7 ,556, TIDAK 
1284, Partai Golkar ,RISWAN HELMI NASUTION, L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 8 ,2923, TIDAK 
1285, Partai Golkar ,"H. CHAIRUL AZHAR P., SE.", L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 9 ,2449, TIDAK 
1286, Partai Golkar ,Dra. Hj. NADRA MUHAMMAD AL HADAR, P , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 10 ,1844, TIDAK 
1287, Partai Golkar ,Ir. TUBAGUS BAGAS PAMUNGKAS, L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 11 ,733, TIDAK 
1288, Partai Golkar ,"AHMAD RIDWAN, BSC.", L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 12 ,432, TIDAK 
1289, Partai Golkar ,Ir. TATIEK PRASETYA WATIE HOEDI, P , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 13 ,539, TIDAK 
1290, Partai Golkar ,"BAKTI SIANTURI, SE.", L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 14 ,2157, TIDAK 
1291, Partai Golkar ,BADRI MURHAWANI, L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 15 ,1635, TIDAK 
1292, Partai Golkar ,H. AHMAD YUSUP, L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 16 ,1488, TIDAK 
1293, Partai Golkar ,DEVIE P. SULTANI, P , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 17 ,134, TIDAK 
1294, Partai Golkar ,"ARMAN AMIR, SE.", L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 18 ,941, TIDAK 
1295, Partai Golkar ," MUHAMMAD FAISAL, ST. ", L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 19 ,502, TIDAK 
1296, Partai Golkar ,"LINSEY AFSARI PUTRI, ST.", P , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 20 ,3106, TIDAK 
1297, Partai Golkar ," YUSUF SENOPATI RIYANTO, S.Kom., MH. ", L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 21 ,396, TIDAK 
1298, Partai Golkar ,Drs. H. MUNIRI, L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 22 ,1210, TIDAK 
1299, Partai Golkar ,"MUHDAS, SIp.", L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 23 ,1249, TIDAK 
1300, Partai Golkar ,Drs. CHAIRUDDIN, L , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 24 ,727, TIDAK 
1301, Partai Golkar ,"Hj. MIMY ZAMILAH, S.Kom., MIP.", P , Kota Administrasi Jakarta Selatan ,23,58660,7,DP-4, 25 ,438, TIDAK 
1302, Partai Golkar ,Drs. INGGARD JOSHUA, L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 1 ,12289, YA 
1303, Partai Golkar ,"MARTHIN OKTAVIANUS M, SH.", L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 2 ,3116, TIDAK 
1304, Partai Golkar ,Hj. SITI DJAOZAH, P , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 3 ,4222, TIDAK 
1305, Partai Golkar ,"NUR ESA HUTABARAT, SH.", P , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 4 ,2189, TIDAK 
1306, Partai Golkar ,Ir. H. ANDI BM. ARIEF, L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 5 ,576, TIDAK 
1307, Partai Golkar ,BUDI SAPTONO, L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 6 ,610, TIDAK 
1308, Partai Golkar ,FAHRINA FAHMI IDRIS, P , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 7 ,592, TIDAK 
1309, Partai Golkar ,"ERNA HERNAWATI, SH.", P , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 8 ,864, TIDAK 
1310, Partai Golkar ,DRAJAT, L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 9 ,1013, TIDAK 
1311, Partai Golkar ,"ABDUL MUTHALIB MAKARIM, SH.", L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 10 ,412, TIDAK 
1312, Partai Golkar ,NOVENDI FITRIANSJAH, L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 11 ,320, TIDAK 
1313, Partai Golkar , H. ABDUL MUKTI , L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 12 ,529, TIDAK 
1314, Partai Golkar ,JENTA PRAKASA, L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 13 ,394, TIDAK 
1315, Partai Golkar ,FAZWAN KUSUMADINATA, L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 14 ,229, TIDAK 
1316, Partai Golkar ,ROSMANIAR, P , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 15 ,150, TIDAK 
1317, Partai Golkar ,"ERAWAN SUMANDAR, SE., MM.", L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 16 ,131, TIDAK 
1318, Partai Golkar ,HENDRIK L. KAROSEKALI, L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 17 ,218, TIDAK 
1319, Partai Golkar ,ANDI WAHIDAH, P , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 18 ,184, TIDAK 
1320, Partai Golkar ,"RAFFLES, SH., MH.", L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 19 ,0, TIDAK 
1321, Partai Golkar , BARITA RICHY RICKY , L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 20 ,64, TIDAK 
1322, Partai Golkar , Dra. SITI ALIFTINAH ANGGONO , P , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 21 ,180, TIDAK 
1323, Partai Golkar ,HR. CHOTIBI ACHYAR, L , Kota Administrasi Jakarta Barat ,23,39744,7,DP-5, 22 ,791, TIDAK 
1324, Partai Persatuan Pembangunan , H. MAMAN FIRMANSYAH , L , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 1 ,3641, YA 
1325, Partai Persatuan Pembangunan ," H. MUALIMIN DAMING, SE. ", L , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 2 ,2143, TIDAK 
1326, Partai Persatuan Pembangunan , Hj. MULYANINGSIH , P , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 3 ,1036, TIDAK 
1327, Partai Persatuan Pembangunan , Drs. H. ARIFUDDIN HALKING , L , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 4 ,477, TIDAK 
1328, Partai Persatuan Pembangunan , Hj. TUTY NURBAITY CHAFSIN , P , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 5 ,2008, TIDAK 
1329, Partai Persatuan Pembangunan , Drs. H. KANIM ATMAWIJAYA , L , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 6 ,246, TIDAK 
1330, Partai Persatuan Pembangunan ," Drs. H. MUJIB, MM ", L , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 7 ,2353, TIDAK 
1331, Partai Persatuan Pembangunan , ARIEF TAUFIQ DJ. , L , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 8 ,247, TIDAK 
1332, Partai Persatuan Pembangunan , Hj. SITI NURAENI , P , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 9 ,333, TIDAK 
1333, Partai Persatuan Pembangunan , Drs. H. ANDI ANWAR MAPPALILE , L , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 10 ,125, TIDAK 
1334, Partai Persatuan Pembangunan ," T. DARSONO, S.Pd.I. ", L , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 11 ,90, TIDAK 
1335, Partai Persatuan Pembangunan ," JUHARTATIK, S.Pd.I. ", P , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 12 ,46, TIDAK 
1336, Partai Persatuan Pembangunan , ANRB PANAI DATUK BATUAH , L , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 13 ,148, TIDAK 
1337, Partai Persatuan Pembangunan ," H. ALI SADIKIN, MG. ", L , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 14 ,133, TIDAK 
1338, Partai Persatuan Pembangunan , Ir. NURSILAWATI , P , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 15 ,46, TIDAK 
1339, Partai Persatuan Pembangunan , SUWANDIY , L , Kota Administrasi Jakarta Utara ,24,18831,7,DP-1, 16 ,56, TIDAK 
1340, Partai Persatuan Pembangunan ,"H. LULUNG A. L., SH.",L, Kota Administrasi Jakarta Pusat ,24,22858,7,DP-2, 1 ,11403, YA 
1341, Partai Persatuan Pembangunan ,H. ZAKARIA RACHMAT,L, Kota Administrasi Jakarta Pusat ,24,22858,7,DP-2, 2 ,2570, TIDAK 
1342, Partai Persatuan Pembangunan ,"ITA RAHMAWATI, SE., M.Si.",P, Kota Administrasi Jakarta Pusat ,24,22858,7,DP-2, 3 ,1007, TIDAK 
1343, Partai Persatuan Pembangunan ,MUJAHID SAMAL,L, Kota Administrasi Jakarta Pusat ,24,22858,7,DP-2, 4 ,237, TIDAK 
1344, Partai Persatuan Pembangunan ,"FARAH NOOR, S.Ip.",P, Kota Administrasi Jakarta Pusat ,24,22858,7,DP-2, 5 ,332, TIDAK 
1345, Partai Persatuan Pembangunan ,"ABDUL RACHMAN ARUBUSMAN, SH.",L, Kota Administrasi Jakarta Pusat ,24,22858,7,DP-2, 6 ,362, TIDAK 
1346, Partai Persatuan Pembangunan ,MOCHAMAD ROMDON, L , Kota Administrasi Jakarta Pusat ,24,22858,7,DP-2, 7 ,168, TIDAK 
1347, Partai Persatuan Pembangunan ,LEGINO, L , Kota Administrasi Jakarta Pusat ,24,22858,7,DP-2, 8 ,75, TIDAK 
1348, Partai Persatuan Pembangunan ,"Hj. NURHIDAYA, S.Ag.", P , Kota Administrasi Jakarta Pusat ,24,22858,7,DP-2, 9 ,699, TIDAK 
1349, Partai Persatuan Pembangunan ,SJAHRIAL,L, Kota Administrasi Jakarta Pusat ,24,22858,7,DP-2, 10 ,285, TIDAK 
1350, Partai Persatuan Pembangunan ,"ANGGA BRATA ROSIHAN, SH.",L, Kota Administrasi Jakarta Pusat ,24,22858,7,DP-2, 11 ,105, TIDAK 
1351, Partai Persatuan Pembangunan ,H. MATNOOR TINDOAN,L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,1,7248, YA 
1352, Partai Persatuan Pembangunan ,"NOVIDA ANGGRAINI, S. Sos.",P, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,2,3296, TIDAK 
1353, Partai Persatuan Pembangunan ,BELLY BILALUSALAM,L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,3,7375, YA 
1354, Partai Persatuan Pembangunan ,"MOH. FAUZI SARMADA, S.Sos",L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,4,4504, TIDAK 
1355, Partai Persatuan Pembangunan ,TAUFIQ HIDAYAT,L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,5,1191, TIDAK 
1356, Partai Persatuan Pembangunan ,Hj. NINA LUBENA,P, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,6,4290, TIDAK 
1357, Partai Persatuan Pembangunan ,"AIDA MAQBULLAH HASYIM ADNAN, MA.",P, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,7,3074, TIDAK 
1358, Partai Persatuan Pembangunan ,"Drs. H.A. QURTUBI, Lc",L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,8,1598, TIDAK 
1359, Partai Persatuan Pembangunan ,"H. DEDEN SIRAJUDDIN, SE.",L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,9,830, TIDAK 
1360, Partai Persatuan Pembangunan ,ABDUL GHOFIR,L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,10,575, TIDAK 
1361, Partai Persatuan Pembangunan ,Dra. Hj. FADILLAH AHMAD ALHAMID,P, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,11,1063, TIDAK 
1362, Partai Persatuan Pembangunan ,"H.M. IWAN HARTAWAN, SH.",L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,12,1310, TIDAK 
1363, Partai Persatuan Pembangunan ,"CHAIRUNNISA AZIZ, S.SosI.",P, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,13,957, TIDAK 
1364, Partai Persatuan Pembangunan ,"H. MARSUDIN HASSAN, BA.",L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,14,285, TIDAK 
1365, Partai Persatuan Pembangunan ,"ZAINAL MUNIR, SH.",L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,15,198, TIDAK 
1366, Partai Persatuan Pembangunan ,Drg. CAMELIA ILMIANTI, P , Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,16,250, TIDAK 
1367, Partai Persatuan Pembangunan ,ADE MARTEN, L , Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,17,748, TIDAK 
1368, Partai Persatuan Pembangunan ,EVI MARYATI THOHIR, P , Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,18,181, TIDAK 
1369, Partai Persatuan Pembangunan ,AZRI ISKANDAR,L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,19,116, TIDAK 
1370, Partai Persatuan Pembangunan ,MATRAWI ALWI,L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,20,332, TIDAK 
1371, Partai Persatuan Pembangunan ,"Dra. Hj. NAJMIAH, M. AG.",P, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,21,1468, TIDAK 
1372, Partai Persatuan Pembangunan ,AHMAD JAYADI,L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,22,301, TIDAK 
1373, Partai Persatuan Pembangunan ,H.M. IDRIS MAWARDI,L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,23,337, TIDAK 
1374, Partai Persatuan Pembangunan ,"YUMANIH, S.Pd.",P, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,24,201, TIDAK 
1375, Partai Persatuan Pembangunan ,LILI RUSLI,L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,25,106, TIDAK 
1376, Partai Persatuan Pembangunan ,NAHRAWI,L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,26,95, TIDAK 
1377, Partai Persatuan Pembangunan ,RIDWAN,L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,27,50, TIDAK 
1378, Partai Persatuan Pembangunan ,"ARAFANE, S.SI.",P, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,28,27, TIDAK 
1379, Partai Persatuan Pembangunan ,FARIDAH ABQOORIJJAH,P, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,29,103, TIDAK 
1380, Partai Persatuan Pembangunan ,LUTFI NUR AMIN,L, Kota Administrasi Jakarta Timur ,24,58526,7,DP-3,30,299, TIDAK 
1381, Partai Persatuan Pembangunan ,H. RIDHO KAMALUDIN,L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,1,5163,YA
1382, Partai Persatuan Pembangunan ,ANDIKA NOOR MUHAMMAD,L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,2,2902,TIDAK
1383, Partai Persatuan Pembangunan ,"Dra. Hj. MILA JAMILA AZHARI, MM.",P, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,3,2475,TIDAK
1384, Partai Persatuan Pembangunan ,"HAMBALI, SE.",L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,4,3644,TIDAK
1385, Partai Persatuan Pembangunan ,"H. IVAN HAZ, SE.",L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,5,1234,TIDAK
1386, Partai Persatuan Pembangunan ,Hj. CHOLILAH MD,P, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,6,1998,TIDAK
1387, Partai Persatuan Pembangunan ,H. MARULLAH SHOLEH,L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,7,3349,TIDAK
1388, Partai Persatuan Pembangunan ,Drs. DJAYA ALI,L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,8,860,TIDAK
1389, Partai Persatuan Pembangunan ,"Hj. FINA ALFINA, S.Sos",P, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,9,290,TIDAK
1390, Partai Persatuan Pembangunan ,"H. AHMAD HARIRI, M. SC.",L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,10,490,TIDAK
1391, Partai Persatuan Pembangunan ,H. UMAR ZULKARNAIN AZIZ,L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,11,1446,TIDAK
1392, Partai Persatuan Pembangunan ,NENENG ANITA TURSIA,P, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,12,228,TIDAK
1393, Partai Persatuan Pembangunan ,"H. ICHWAN ZAYADI, SE.",L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,13,6518,YA
1394, Partai Persatuan Pembangunan ,H. ALI IMRAN HUSEIN,L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,14,482,TIDAK
