no,Nama Partai,Nama Calon Legislatif,Jenis KeLamin,Kecamatan,No Urut Parpol,Suara Sah Partai,Jumlah Perolehan Kursi,Daerah Pemilihan,No Urut Caleg,Suara Sah Caleg,Terpilih atau Tidak
768,Partai Kedaulatan,Bayu Yasa Putra,L,Kota Administrasi Jakarta Barat,11,1818,0,DP-5,4,61,TIDAK
769,Partai Kedaulatan,Eva Rosiani,P,Kota Administrasi Jakarta Barat,11,1818,0,DP-5,5,53,TIDAK
770,Partai  Persatuan Daerah,Johan Bahdi Putra Mamsyah,L,Kota Administrasi Jakarta Utara,12,1347,0,DP-1,1,348,TIDAK
771,Partai  Persatuan Daerah,H. Abdullah Jamal,L,Kota Administrasi Jakarta Utara,12,1347,0,DP-1,2,506,TIDAK
772,Partai  Persatuan Daerah,"Tjut Sumarni, TAB",P,Kota Administrasi Jakarta Utara,12,1347,0,DP-1,3,44,TIDAK
773,Partai  Persatuan Daerah,Nur Intan Wulan Sari ,P,Kota Administrasi Jakarta Utara,12,1347,0,DP-1,4,42,TIDAK
774,Partai  Persatuan Daerah,Ahmad Andi Bahri,L,Kota Administrasi Jakarta Pusat,12,720,0,DP-2,1,133,TIDAK
775,Partai  Persatuan Daerah,Ardi Septo Adji,L,Kota Administrasi Jakarta Pusat,12,720,0,DP-2,2,255,TIDAK
776,Partai  Persatuan Daerah,Hj. Soraya Wesdy,P,Kota Administrasi Jakarta Pusat,12,720,0,DP-2,3,79,TIDAK
777,Partai  Persatuan Daerah,Dian Mentari,P,Kota Administrasi Jakarta Pusat,12,720,0,DP-2,4,30,TIDAK
778,Partai  Persatuan Daerah,"H. Hamidunyar Agus, SH",L,Kota Administrasi Jakarta Timur,12,2256,0,DP-3,1,284,TIDAK
779,Partai  Persatuan Daerah,H. Warman,L,Kota Administrasi Jakarta Timur,12,2256,0,DP-3,2,679,TIDAK
780,Partai  Persatuan Daerah,Sri Lastriningsih,P,Kota Administrasi Jakarta Timur,12,2256,0,DP-3,3,167,TIDAK
781,Partai  Persatuan Daerah,"Sunardi, SE",L,Kota Administrasi Jakarta Timur,12,2256,0,DP-3,4,64,TIDAK
782,Partai  Persatuan Daerah,Ali Rahman,L,Kota Administrasi Jakarta Timur,12,2256,0,DP-3,5,160,TIDAK
783,Partai  Persatuan Daerah,Ani Kusumaningsih,P,Kota Administrasi Jakarta Timur,12,2256,0,DP-3,6,49,TIDAK
784,Partai  Persatuan Daerah,Yohanes B M I,L,Kota Administrasi Jakarta Selatan,12,1925,0,DP-4,1,321,TIDAK
785,Partai  Persatuan Daerah,"Innawaty Rachma w, SE",P,Kota Administrasi Jakarta Selatan,12,1925,0,DP-4,2,328,TIDAK
786,Partai  Persatuan Daerah,Amirullah Kadir,L,Kota Administrasi Jakarta Selatan,12,1925,0,DP-4,3,210,TIDAK
787,Partai  Persatuan Daerah,Harion Noviantara,L,Kota Administrasi Jakarta Selatan,12,1925,0,DP-4,4,21,TIDAK
788,Partai  Persatuan Daerah,"H. Bastiar, A.Md",L,Kota Administrasi Jakarta Selatan,12,1925,0,DP-4,5,101,TIDAK
789,Partai  Persatuan Daerah,Triana Furi Julita,P,Kota Administrasi Jakarta Selatan,12,1925,0,DP-4,6,44,TIDAK
790,Partai  Persatuan Daerah,Richardi,L,Kota Administrasi Jakarta Barat,12,2013,0,DP-5,1,307,TIDAK
791,Partai  Persatuan Daerah,"G. Asyikin Muhammad, S.Pd",L,Kota Administrasi Jakarta Barat,12,2013,0,DP-5,2,194,TIDAK
792,Partai  Persatuan Daerah,Lenda Fathia,P,Kota Administrasi Jakarta Barat,12,2013,0,DP-5,3,372,TIDAK
793,Partai  Persatuan Daerah,Dra. Novi Sopia,P,Kota Administrasi Jakarta Barat,12,2013,0,DP-5,4,122,TIDAK
794,Partai  Persatuan Daerah,Nafarudinsyah,L,Kota Administrasi Jakarta Barat,12,2013,0,DP-5,5,64,TIDAK
795,Partai  Persatuan Daerah,Transehhaarg W. Sangadji,L,Kota Administrasi Jakarta Barat,12,2013,0,DP-5,6,45,TIDAK
796,Partai Kebangkitan Bangsa,"Ahmad Shodiq Noor, S.Ag",L,Kota Administrasi Jakarta Pusat,13,11466,1,DP-1,1,2347,TIDAK
797,Partai Kebangkitan Bangsa,"H. Ropii, M.SE",L,Kota Administrasi Jakarta Utara,13,11466,1,DP-1,2,1193,TIDAK
798,Partai Kebangkitan Bangsa,Dra. Karimah Hamid,P,Kota Administrasi Jakarta Timur,13,11466,1,DP-1,3,825,TIDAK
799,Partai Kebangkitan Bangsa,Drs. KH. Ahmad Nur Alam,L,Kota Adminitrasi Jakarta Utara,13,11466,1,DP-1,4,1921,TIDAK
800,Partai Kebangkitan Bangsa,"Didi Jubaidi, SH",L,Kota Adminitrasi Jakarta Utara,13,11466,1,DP-1,5,137,TIDAK
801,Partai Kebangkitan Bangsa,Drs. KH. Sodikin Maksudi,L,Kota Adminitrasi Jakarta Utara,13,11466,1,DP-1,6,663,TIDAK
802,Partai Kebangkitan Bangsa,"Apek Saiman, SH",L,Kota Adminitrasi Jakarta Utara,13,11466,1,DP-1,7,998,TIDAK
803,Partai Kebangkitan Bangsa,H. Jumali,L,Kota Adminitrasi Jakarta Utara,13,11466,1,DP-1,8,215,TIDAK
804,Partai Kebangkitan Bangsa,Dra. Siti Hasanah,P,Kota Adminitrasi Jakarta Utara,13,11466,1,DP-1,9,152,TIDAK
805,Partai Kebangkitan Bangsa,"H. Duroto, S.Pd.I",L,Kota Adminitrasi Jakarta Utara,13,11466,1,DP-1,10,156,TIDAK
806,Partai Kebangkitan Bangsa,"H. Muslih Singan, Lc",L,Kota Adminitrasi Jakarta Utara,13,11466,1,DP-1,11,80,TIDAK
807,Partai Kebangkitan Bangsa,"HM. Hayat Azhari, SH",L,Kota Adminitrasi Jakarta Utara,13,11466,1,DP-1,12,67,TIDAK
808,Partai Kebangkitan Bangsa,Drs. Syaefuddin,L,Kota Administrasi Jakarta Barat,13,5826,1,DP-2,1,874,TIDAK
809,Partai Kebangkitan Bangsa,H. Zafrul Zaman,L,Kota Administrasi Jakarta Pusat,13,5826,1,DP-2,2,145,TIDAK
810,Partai Kebangkitan Bangsa,"H. Abu Zahid Mahfudz, Lc",L,Kota Administrasi Jakarta Pusat,13,5826,1,DP-2,3,978,TIDAK
811,Partai Kebangkitan Bangsa,H. Wagiman Chudlori,L,Kota Administrasi Jakarta Pusat,13,5826,1,DP-2,4,277,TIDAK
812,Partai Kebangkitan Bangsa,Laksana,L,Kota Administrasi Jakarta Pusat,13,5826,1,DP-2,5,520,TIDAK
813,Partai Kebangkitan Bangsa,Sahrul Arubusman,L,Kota Administrasi Jakarta Pusat,13,5826,1,DP-2,6,233,TIDAK
814,Partai Kebangkitan Bangsa,Hj. Rochyati,P,Kota Administrasi Jakarta Pusat,13,5826,1,DP-2,7,109,TIDAK
815,Partai Kebangkitan Bangsa,"Ahmad Fadli, M.Si",L,Kota Administrasi Jakarta Pusat,13,5826,1,DP-2,8,830,TIDAK
816,Partai Kebangkitan Bangsa,Nurbaiti,P,Kota Administrasi Jakarta Pusat,13,5826,1,DP-2,9,314,TIDAK
817,Partai Kebangkitan Bangsa,Drs. H. Mashuri,L,Kota Administrasi Jakarta Pusat,13,5826,1,DP-2,10,321,TIDAK
818,Partai Kebangkitan Bangsa,"H. Hasbiallah Ilyas, S.Ag",L,Kota Administrasi Jakarta Timur,13,22313,1,DP-3,1,10334,YA
819,Partai Kebangkitan Bangsa,"Rahmat hidayat, S.HI",L,Kota Administrasi Jakarta Selatan,13,22313,1,DP-3,2,2751,TIDAK
820,Partai Kebangkitan Bangsa,H. Nurhasan,L,Kota Administrasi Jakarta Timur,13,22313,1,DP-3,3,1044,TIDAK
821,Partai Kebangkitan Bangsa,"Annisa Rahmawati, S.Ag",P,Kota Administrasi Jakarta Timur,13,22313,1,DP-3,4,650,TIDAK
822,Partai Kebangkitan Bangsa,H. Abdul Hamid,L,Kota Administrasi Jakarta Timur,13,22313,1,DP-3,5,2734,TIDAK
823,Partai Kebangkitan Bangsa,H. Aminudin,L,Kota Administrasi Jakarta Timur,13,22313,1,DP-3,6,153,TIDAK
824,Partai Kebangkitan Bangsa,H. Ubaidillah,L,Kota Administrasi Jakarta Timur,13,22313,1,DP-3,7,169,TIDAK
825,Partai Kebangkitan Bangsa,Dra. Hj. Siti Hasanah,P,Kota Administrasi Jakarta Timur,13,22313,1,DP-3,8,117,TIDAK
826,Partai Kebangkitan Bangsa,Hj. Khoiriyah Khoir,P,Kota Administrasi Jakarta Timur,13,22313,1,DP-3,9,59,TIDAK
827,Partai Kebangkitan Bangsa,Rahmat Hidayat,L,Kota Administrasi Jakarta Timur,13,22313,1,DP-3,10,75,TIDAK
828,Partai Kebangkitan Bangsa,Sarbini Hidayat,L,Kota Administrasi Jakarta Timur,13,22313,1,DP-3,11,142,TIDAK
829,Partai Kebangkitan Bangsa,Mat Sani,L,Kota Administrasi Jakarta Timur,13,22313,1,DP-3,12,178,TIDAK
830,Partai Kebangkitan Bangsa,Drs. H. Zainal Arifin Naim,L,Kota Administrasi Jakarta Selatan,13,16263,1,DP-4,1,5177,TIDAK
831,Partai Kebangkitan Bangsa,Darussalam,L,Kota Administrasi Jakarta Selatan,13,16263,1,DP-4,2,2604,TIDAK
832,Partai Kebangkitan Bangsa,Hj. Siti Aenah,P,Kota Administrasi Jakarta Selatan,13,16263,1,DP-4,3,2137,TIDAK
833,Partai Kebangkitan Bangsa,"H. Hamzah Bin Usup, A.Md",L,Kota Administrasi Jakarta Selatan,13,16263,1,DP-4,4,402,TIDAK
834,Partai Kebangkitan Bangsa,"H. Zarkasi Marzuki, SE",L,Kota Administrasi Jakarta Selatan,13,16263,1,DP-4,5,432,TIDAK
835,Partai Kebangkitan Bangsa,Dra. Muzaenah Zein,P,Kota Administrasi Jakarta Selatan,13,16263,1,DP-4,6,223,TIDAK
836,Partai Kebangkitan Bangsa,Abdul Syukur Hakam,L,Kota Administrasi Jakarta Selatan,13,16263,1,DP-4,7,318,TIDAK
837,Partai Kebangkitan Bangsa,"Abdul Cholik Ali Syibromalisi, SH",L,Kota Administrasi Jakarta Selatan,13,16263,1,DP-4,8,344,TIDAK
838,Partai Kebangkitan Bangsa,"H. Jaibi Ikhsan, M.Si",L,Kota Administrasi Jakarta Selatan,13,16263,1,DP-4,9,41,TIDAK
839,Partai Kebangkitan Bangsa,"Dedi Sulaiman, S.Ip",L,Kota Administrasi Jakarta Selatan,13,16263,1,DP-4,10,414,TIDAK
840,Partai Kebangkitan Bangsa,Fitrianti,P,Kota Administrasi Jakarta Selatan,13,16263,1,DP-4,11,63,TIDAK
841,Partai Kebangkitan Bangsa,H. Moch. Mansur Syairozi,L,Kota Administrasi Jakarta Barat,13,17717,1,DP-5,1,6150,TIDAK
842,Partai Kebangkitan Bangsa,Drs. Tahyudin Adityas,L,Kota Administrasi Jakarta Barat,13,17717,1,DP-5,2,1817,TIDAK
843,Partai Kebangkitan Bangsa,"Muhammad Saifullah, S.Sos, M.Si",L,Kota Administrasi Jakarta Selatan,13,17717,1,DP-5,3,1061,TIDAK
844,Partai Kebangkitan Bangsa,Hj. Yati Nuryati,P,Kota Administrasi Jakarta Barat,13,17717,1,DP-5,4,390,TIDAK
845,Partai Kebangkitan Bangsa,"Fauzi Thalib, SH",L,Kota Administrasi Jakarta Barat,13,17717,1,DP-5,5,690,TIDAK
846,Partai Kebangkitan Bangsa,Abdul Syakir,L,Kota Administrasi Jakarta Barat,13,17717,1,DP-5,6,1114,TIDAK
847,Partai Kebangkitan Bangsa,Sumarni,P,Kota Administrasi Jakarta Barat,13,17717,1,DP-5,7,437,TIDAK
848,Partai Kebangkitan Bangsa,"Hj. Nurahmah, S.Sos",P,Kota Administrasi Jakarta Barat,13,17717,1,DP-5,8,152,TIDAK
849,Partai Kebangkitan Bangsa,Ahmad Ruslan,L,Kota Administrasi Jakarta Barat,13,17717,1,DP-5,9,1709,TIDAK
850,Partai Kebangkitan Bangsa,"Ahmad Muslin, SE",L,Kota Administrasi Jakarta Barat,13,17717,1,DP-5,10,288,TIDAK
851,Partai Kebangkitan Bangsa,M. Hasim,L,Kota Administrasi Jakarta Barat,13,17717,1,DP-5,11,214,TIDAK
852,Partai Pemuda Indonesia,Imanuel Adriaan Sammy,L,Kota Administrasi Jakarta Utara,14,958,0,DP-1,1,100,TIDAK
853,Partai Pemuda Indonesia,"Suratman, S.Pd",L,Kota Administrasi Jakarta Utara,14,958,0,DP-1,2,97,TIDAK
854,Partai Pemuda Indonesia,Riris,P,Kota Administrasi Jakarta Utara,14,958,0,DP-1,3,111,TIDAK
855,Partai Pemuda Indonesia,Danny F.W. Lengkong,L,Kota Administrasi Jakarta Utara,14,958,0,DP-1,4,0,TIDAK
856,Partai Pemuda Indonesia,"Sarida Erniwaty Saragi, SH",P,Kota Administrasi Jakarta Utara,14,958,0,DP-1,5,144,TIDAK
857,Partai Pemuda Indonesia,M. Hasan,L,Kota Administrasi Jakarta Utara,14,958,0,DP-1,6,101,TIDAK
858,Partai Pemuda Indonesia,Simon Benhardo Ndoloe,L,Kota Administrasi Jakarta Utara,14,958,0,DP-1,7,24,TIDAK
859,Partai Pemuda Indonesia,Ruddy Julius A,L,Kota Administrasi Jakarta Pusat,14,746,0,DP-2,1,283,TIDAK
860,Partai Pemuda Indonesia,Ir. Bangun Tua Silitonga,L,Kota Administrasi Jakarta Pusat,14,746,0,DP-2,2,75,TIDAK
861,Partai Pemuda Indonesia,Marlina Imelda,P,Kota Administrasi Jakarta Pusat,14,746,0,DP-2,3,15,TIDAK
862,Partai Pemuda Indonesia,Sudjoko Sidiq,L,Kota Administrasi Jakarta Pusat,14,746,0,DP-2,4,38,TIDAK
863,Partai Pemuda Indonesia,Moh. Iqbal Hippy,L,Kota Administrasi Jakarta Pusat,14,746,0,DP-2,5,61,TIDAK
864,Partai Pemuda Indonesia,Chatarina Nastiti Sudewi,P,Kota Administrasi Jakarta Pusat,14,746,0,DP-2,6,8,TIDAK
865,Partai Pemuda Indonesia,Irwin Dermawan,L,Kota Administrasi Jakarta Pusat,14,746,0,DP-2,7,13,TIDAK
866,Partai Pemuda Indonesia,Sri Milyar,P,Kota Administrasi Jakarta Pusat,14,746,0,DP-2,8,8,TIDAK
867,Partai Pemuda Indonesia,Feisal Herries Saputra,L,Kota Administrasi Jakarta Pusat,14,746,0,DP-2,9,45,TIDAK
868,Partai Pemuda Indonesia,Naomi Saptorinie,P,Kota Administrasi Jakarta Pusat,14,746,0,DP-2,10,26,TIDAK
869,Partai Pemuda Indonesia,"Giliran Sirait, SE",L,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,1,270,TIDAK
870,Partai Pemuda Indonesia,Mario Silitonga,L,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,2,349,TIDAK
871,Partai Pemuda Indonesia,Henrika BR. Siagian,P,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,3,161,TIDAK
872,Partai Pemuda Indonesia,"Witono, SE",L,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,4,61,TIDAK
873,Partai Pemuda Indonesia,"Irwan Kurniawan, SE",L,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,5,103,TIDAK
874,Partai Pemuda Indonesia,"Novi Warhani, SE",P,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,6,83,TIDAK
875,Partai Pemuda Indonesia,Lucas Pollatu,L,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,7,51,TIDAK
876,Partai Pemuda Indonesia,Susilo Hari Prabowo,L,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,8,136,TIDAK
877,Partai Pemuda Indonesia,"Lily Farida, SP",P,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,9,15,TIDAK
878,Partai Pemuda Indonesia,Djoko Dwi Purwanto,L,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,10,86,TIDAK
879,Partai Pemuda Indonesia,Devi Novita,P,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,11,28,TIDAK
880,Partai Pemuda Indonesia,Benny H. Simangunsong,L,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,12,19,TIDAK
881,Partai Pemuda Indonesia,Fajarizky Kurniawati,P,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,13,16,TIDAK
882,Partai Pemuda Indonesia,"Idamanta, SE",L,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,14,35,TIDAK
883,Partai Pemuda Indonesia,Nurul Hijrah Siti,P,Kota Administrasi Jakarta Timur,14,1971,0,DP-3,15,10,TIDAK
884,Partai Pemuda Indonesia,"Adiosen Posbin Purba, SH",L,Kota Administrasi Jakarta Timur,14,982,0,DP-4,1,107,TIDAK
885,Partai Pemuda Indonesia,"Lusyana Puspaningsih, S. FAM, APT",P,Kota Administrasi Jakarta Timur,14,982,0,DP-4,2,48,TIDAK
886,Partai Pemuda Indonesia,Prasetyo Wibowo,L,Kota Administrasi Jakarta Selatan,14,982,0,DP-4,3,114,TIDAK
887,Partai Pemuda Indonesia,S.R. Intan Andriany,P,Kota Administrasi Jakarta Selatan,14,982,0,DP-4,4,59,TIDAK
888,Partai Pemuda Indonesia,Aris Yuunianto,L,Kota Administrasi Jakarta Selatan,14,982,0,DP-4,5,71,TIDAK
889,Partai Pemuda Indonesia,Ahmad Riyad,L,Kota Administrasi Jakarta Selatan,14,982,0,DP-4,6,15,TIDAK
890,Partai Pemuda Indonesia,Devi Handayani,P,Kota Administrasi Jakarta Selatan,14,982,0,DP-4,7,38,TIDAK
891,Partai Pemuda Indonesia,Bambang Rizward Ahmad,L,Kota Administrasi Jakarta Selatan,14,982,0,DP-4,8,30,TIDAK
892,Partai Pemuda Indonesia,Ana Rosala Indah,P,Kota Administrasi Jakarta Selatan,14,982,0,DP-4,9,23,TIDAK
893,Partai Pemuda Indonesia,Krisna Murti,L,Kota Administrasi Jakarta Barat,14,1176,0,DP-5,1,109,TIDAK
894,Partai Pemuda Indonesia,Boyke Anwar,L,Kota Administrasi Jakarta Barat,14,1176,0,DP-5,2,86,TIDAK
895,Partai Pemuda Indonesia,Maria Debora Apdelvina,P,Kota Administrasi Jakarta Barat,14,1176,0,DP-5,3,53,TIDAK
896,Partai Pemuda Indonesia,Aswin Everhard Matheus,L,Kota Administrasi Jakarta Barat,14,1176,0,DP-5,4,53,TIDAK
897,Partai Pemuda Indonesia,dr. Benno Flind De Fretes,L,Kota Administrasi Jakarta Barat,14,1176,0,DP-5,5,26,TIDAK
898,Partai Pemuda Indonesia,Inneke Sukmawati Sanjaya,P,Kota Administrasi Jakarta Barat,14,1176,0,DP-5,6,11,TIDAK
899,Partai Pemuda Indonesia,Ir. Bambang IS,L,Kota Administrasi Jakarta Barat,14,1176,0,DP-5,7,59,TIDAK
900,Partai Pemuda Indonesia,Hartono Gunawan,L,Kota Administrasi Jakarta Barat,14,1176,0,DP-5,8,63,TIDAK
901,Partai Pemuda Indonesia,"Lutfiah, SH",P,Kota Administrasi Jakarta Barat,14,1176,0,DP-5,9,26,TIDAK
902,Partai Pemuda Indonesia,Sukria Atmaja,L,Kota Administrasi Jakarta Barat,14,1176,0,DP-5,10,14,TIDAK
903,Partai Pemuda Indonesia,Misna,L,Kota Administrasi Jakarta Barat,14,1176,0,DP-5,11,104,TIDAK
904,Partai Nasional Indonesia Marhaenisme,"Victor Landa Simanjuntak, ST",L,Kota Administrasi Jakarta Utara,15,1016,0,DP-1,1,404,TIDAK
905,Partai Nasional Indonesia Marhaenisme,Irian Rante,L,Kota Administrasi Jakarta Utara,15,1016,0,DP-1,2,74,TIDAK
906,Partai Nasional Indonesia Marhaenisme,Agnes Y. Patty,P,Kota Administrasi Jakarta Utara,15,1016,0,DP-1,3,97,TIDAK
907,Partai Nasional Indonesia Marhaenisme,Adrianus J.M. Bara,L,Kota Administrasi Jakarta Utara,15,1016,0,DP-1,4,57,TIDAK
908,Partai Nasional Indonesia Marhaenisme,Efry Talamma,P,Kota Administrasi Jakarta Utara,15,1016,0,DP-1,5,37,TIDAK
909,Partai Nasional Indonesia Marhaenisme,Rosinta HMB,P,Kota Administrasi Jakarta Pusat,15,496,0,DP-2,1,251,TIDAK
910,Partai Nasional Indonesia Marhaenisme,Rully,L,Kota Administrasi Jakarta Pusat,15,496,0,DP-2,2,85,TIDAK
911,Partai Nasional Indonesia Marhaenisme,Munanto,L,Kota Administrasi Jakarta Pusat,15,496,0,DP-2,3,28,TIDAK
912,Partai Nasional Indonesia Marhaenisme,Sari Nurullita,P,Kota Administrasi Jakarta Pusat,15,496,0,DP-2,4,22,TIDAK
913,Partai Nasional Indonesia Marhaenisme,Rose Mangiwa Bulo,P,Kota Administrasi Jakarta Barat,15,928,0,DP-3,1,134,TIDAK
914,Partai Nasional Indonesia Marhaenisme,Ahmad Merizal Sutomo,L,Kota Administrasi Jakarta Timur,15,928,0,DP-3,2,90,TIDAK
915,Partai Nasional Indonesia Marhaenisme,Hj. Sri Lestari K,P,Kota Administrasi Jakarta Timur,15,928,0,DP-3,3,124,TIDAK
916,Partai Nasional Indonesia Marhaenisme,Prof. DR. Djoehari,L,Kota Administrasi Jakarta Selatan,15,874,0,DP-4,1,159,TIDAK
917,Partai Nasional Indonesia Marhaenisme,Uki Indiarso Basuki,L,Kota Administrasi Jakarta Selatan,15,874,0,DP-4,2,67,TIDAK
918,Partai Nasional Indonesia Marhaenisme,Nurmalita Sari,P,Kota Administrasi Jakarta Selatan,15,874,0,DP-4,3,71,TIDAK
919,Partai Nasional Indonesia Marhaenisme,Manaris Daud Siagian,L,Kota Administrasi Jakarta Barat,15,1477,0,DP-5,1,294,TIDAK
920,Partai Nasional Indonesia Marhaenisme,Rudi hartono,L,Kota Administrasi Jakarta Barat,15,1477,0,DP-5,2,190,TIDAK
921,Partai Nasional Indonesia Marhaenisme,Asri Yuli Desi,P,Kota Administrasi Jakarta Barat,15,1477,0,DP-5,3,58,TIDAK
922,Partai Nasional Indonesia Marhaenisme,Mohamad Solehan,L,Kota Administrasi Jakarta Barat,15,1477,0,DP-5,4,139,TIDAK
923,Partai Demokrasi Pembaruan,Julianto K,L,Kota Administrasi Jakarta Utara,16,4144,0,DP-1,1,774,TIDAK
924,Partai Demokrasi Pembaruan,"M.M. Mbalembout, SH",L,Kota Administrasi Jakarta Utara,16,4144,0,DP-1,2,137,TIDAK
925,Partai Demokrasi Pembaruan,M. Rafik,L,Kota Administrasi Jakarta Utara,16,4144,0,DP-1,3,379,TIDAK
926,Partai Demokrasi Pembaruan,Nurwidiyawati,P,Kota Administrasi Jakarta Utara,16,4144,0,DP-1,4,173,TIDAK
927,Partai Demokrasi Pembaruan,"Tjukito Martani, SE",L,Kota Administrasi Jakarta Utara,16,4144,0,DP-1,5,566,TIDAK
928,Partai Demokrasi Pembaruan,Merke Lourine Rumen,P,Kota Administrasi Jakarta Utara,16,4144,0,DP-1,6,154,TIDAK
929,Partai Demokrasi Pembaruan,"Manerep Pangihutan S, SE",L,Kota Administrasi Jakarta Utara,16,4144,0,DP-1,7,239,TIDAK
930,Partai Demokrasi Pembaruan,"Handoko Hartono, S.Pd",L,Kota Administrasi Jakarta Utara,16,4144,0,DP-1,8,558,TIDAK
931,Partai Demokrasi Pembaruan,"Raymond Ratu Taga, SH",L,Kota Administrasi Jakarta Utara,16,4144,0,DP-1,9,96,TIDAK
932,Partai Demokrasi Pembaruan,Johni Kristian Sirait,L,Kota Administrasi Jakarta Utara,16,4144,0,DP-1,10,104,TIDAK
933,Partai Demokrasi Pembaruan,Mega lestari,P,Kota Administrasi Jakarta Utara,16,4144,0,DP-1,11,35,TIDAK
934,Partai Demokrasi Pembaruan,Silfester Matutina,L,Kota Administrasi Jakarta Pusat,16,2317,0,DP-2,1,683,TIDAK
935,Partai Demokrasi Pembaruan,"Ali Imran, SE",L,Kota Administrasi Jakarta Pusat,16,2317,0,DP-2,2,407,TIDAK
936,Partai Demokrasi Pembaruan,J.M. Agnes Layan,P,Kota Administrasi Jakarta Pusat,16,2317,0,DP-2,3,167,TIDAK
937,Partai Demokrasi Pembaruan,"Fernando R. Samosir, BBA",L,Kota Administrasi Jakarta Pusat,16,2317,0,DP-2,4,46,TIDAK
938,Partai Demokrasi Pembaruan,Wahidi David,L,Kota Administrasi Jakarta Pusat,16,2317,0,DP-2,5,50,TIDAK
939,Partai Demokrasi Pembaruan,Upik Frieda,P,Kota Administrasi Jakarta Pusat,16,2317,0,DP-2,6,49,TIDAK
940,Partai Demokrasi Pembaruan,H.M. Farid,L,Kota Administrasi Jakarta Pusat,16,2317,0,DP-2,7,60,TIDAK
941,Partai Demokrasi Pembaruan,Rangga Prayogi,L,Kota Administrasi Jakarta Pusat,16,2317,0,DP-2,8,118,TIDAK
942,Partai Demokrasi Pembaruan,Riesca agustina,P,Kota Administrasi Jakarta Pusat,16,2317,0,DP-2,9,52,TIDAK
943,Partai Demokrasi Pembaruan,Lia Santika,P,Kota Administrasi Jakarta Pusat,16,2317,0,DP-2,10,94,TIDAK
944,Partai Demokrasi Pembaruan,Tulus Hirmanto,L,Kota Administrasi Jakarta Pusat,16,2317,0,DP-2,11,22,TIDAK
945,Partai Demokrasi Pembaruan,"Baysynursyam, S.Psi, MM",L,Kota Administrasi Jakarta Pusat,16,2317,0,DP-2,12,44,TIDAK
946,Partai Demokrasi Pembaruan,Ir. Amir Syarifuddin,L,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,1,548,TIDAK
947,Partai Demokrasi Pembaruan,M. Syafril,L,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,2,681,TIDAK
948,Partai Demokrasi Pembaruan,Fabian Andrianto Cornelis,L,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,3,262,TIDAK
949,Partai Demokrasi Pembaruan,RR. Suprapti Darsono,P,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,4,92,TIDAK
950,Partai Demokrasi Pembaruan,"R. Hardo Sukoyo, BBA",L,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,5,234,TIDAK
951,Partai Demokrasi Pembaruan,Ela Safrida,P,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,6,85,TIDAK
952,Partai Demokrasi Pembaruan,"Oliver Eka Cakra, ST",L,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,7,73,TIDAK
953,Partai Demokrasi Pembaruan,Kepas Manurung,L,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,8,90,TIDAK
954,Partai Demokrasi Pembaruan,"Santi Ida Efrida Sinurat, S.Sos",P,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,9,62,TIDAK
955,Partai Demokrasi Pembaruan,Arjuna Karo Sekali,L,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,10,264,TIDAK
956,Partai Demokrasi Pembaruan,Candra Nesa,L,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,11,232,TIDAK
957,Partai Demokrasi Pembaruan,Ali Basri,L,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,12,56,TIDAK
958,Partai Demokrasi Pembaruan,"Bono Prambudi, ST, MM",L,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,13,179,TIDAK
959,Partai Demokrasi Pembaruan,Alfret Roring,L,Kota Administrasi Jakarta Timur,16,4134,0,DP-3,14,34,TIDAK
960,Partai Demokrasi Pembaruan,"Zulkifli A. Nasution, SE, MBA, Msi",L,Kota Administrasi Jakarta Selatan,16,4827,0,DP-4,1, 574 ,TIDAK
961,Partai Demokrasi Pembaruan,Tatok Wibowo,L,Kota Administrasi Jakarta Selatan,16,4827,0,DP-4,2, 206 ,TIDAK
962,Partai Demokrasi Pembaruan,Dra. Endang S.S,P,Kota Administrasi Jakarta Selatan,16,4827,0,DP-4,3, 179 ,TIDAK
